city,osmid,length_m,highway_type,lanes,speed_limit,is_oneway,intersection_density,highway_risk_score,poi_schools,poi_hospitals,poi_markets,poi_bus_stops,poi_fuel,poi_total,annual_rainfall_mm,avg_temp_c,fog_days_per_year,pop_density_km2,urban_share_pct,risk_road_type,risk_intersection,risk_poi,risk_lanes_speed,risk_score_raw,is_blackspot,expected_accident_rate,expected_accidents,intersection_multiplier,poi_multiplier,adjusted_accidents,accidents_per_500m,rf_risk_score,xgb_risk_score,predicted_label,cat_risk_score,cat_predicted,xgb_risk_score_v2,xgb_predicted_v2,morth_predicted,risk_archetype,archetype_name
Delhi,"[501786881, 77769985, 1092780822]",244.5,primary,2,40,1,3,5,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,1,0,0,0,1,1,8.2,2.0049,1.24,1.06,2.63524056,5.38904,0.9645699950413238,0.9627968,1,0.9837030779374447,1,0.37068903,0,0,-1,Uncategorised
Delhi,661384620,137.5,secondary,2,40,1,33,4,0,2,0,0,0,2.4,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.77,1.8,1.12,1.5523200000000004,5.644800000000002,0.9873233078509304,0.99815744,1,0.9978656079468509,1,0.93625104,1,1,2,Long Arterial Segment
Pune,"[1293828608, 1037281977, 1293828607]",810.1,trunk,2,40,1,13,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,8.74908,1.8,1.0,15.748344,9.72,0.9959535986518936,0.9997266,1,0.9999988642064901,1,0.96175873,1,1,-1,Uncategorised
Pune,240339035,79.6,secondary,2,40,1,18,4,3,1,3,0,0,9.6,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,5.6,0.4457599999999999,1.8,1.48,1.1875046399999998,7.4592,0.9771910469763098,0.9969236,1,0.9995065986381579,1,0.8729519,1,1,-1,Uncategorised
Pune,"[1183916298, 1183916299]",344.1,trunk,2,40,1,15,6,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,3.7162800000000007,1.8,1.06,7.090662240000002,10.303200000000002,0.9969374238275768,0.9996288,1,0.999999273605828,1,0.9097953,1,1,-1,Uncategorised
Pune,570478244,115.8,secondary,1,40,0,18,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.64848,1.8,1.0,1.167264,5.04,0.959837995327327,0.9986047,1,0.9746572589732337,1,0.378916,0,1,-1,Uncategorised
Delhi,1430841099,109.0,secondary,1,40,1,38,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.6103999999999999,1.8,1.0,1.09872,5.04,0.9835597519201928,0.9983658,1,0.986298305761544,1,0.81583047,1,1,-1,Uncategorised
Delhi,"[169421728, 202800232, 1312784809, 1312784810, 1312784813]",1123.3,secondary,3,40,1,37,4,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,6.29048,1.8,1.075,12.172078799999998,5.417999999999999,0.96022170290181,0.9878357,1,0.9911436873363676,1,0.96165735,1,1,-1,Uncategorised
Pune,"[303385464, 1386572901]",122.5,trunk,1,40,0,13,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,1.323,1.8,1.0,2.3814,9.72,0.98704503342673,0.99994457,1,0.999996818075917,1,0.57287395,1,1,-1,Uncategorised
Delhi,584241793,236.4,primary,1,40,1,28,5,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,1.93848,1.8,1.0,3.4892639999999995,7.379999999999999,0.982216915902122,0.99441695,1,0.9999806526099146,1,0.7988753,1,1,-1,Uncategorised
Delhi,"[639334505, 297418370, 639334502]",209.7,secondary,1,40,1,9,4,0,0,0,1,0,1.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,1.17432,1.72,1.05,2.12082192,5.0568,0.9307951778348492,0.60268575,1,0.46889183365237685,0,0.5902649,1,1,4,Long Arterial Segment
Pune,22840742,96.8,trunk,1,40,1,8,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,1.04544,1.64,1.0,1.7145216000000003,8.856000000000002,0.9919238029618735,0.9997199,1,0.9999495071452185,1,0.8531168,1,1,3,Healthcare Corridor Risk
Delhi,446922580,136.3,primary,1,40,1,64,5,0,6,0,2,0,9.2,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,1.11766,1.8,1.46,2.93721048,10.7748,0.9870008946907406,0.9950246,1,0.9999994653055221,1,0.9072046,1,1,0,Monsoon-Exposure Segment
Pune,253451960,216.3,trunk,2,40,0,3,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,2.336040000000001,1.24,1.0,2.8966896000000006,6.696000000000001,0.9649368633765146,0.9998921,1,0.9997198595412956,1,0.61961067,1,0,-1,Uncategorised
Pune,240769572,792.8,trunk,1,40,0,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,8.56224,1.0,1.0,8.56224,5.4,0.9377859459909744,0.9998492,1,0.9981424191580958,1,0.2702923,0,0,1,Long Arterial Segment
Delhi,"[1140759763, 151710926]",146.9,secondary,1,40,1,53,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.82264,1.8,1.0,1.480752,5.04,0.9837859892886868,0.9985298,1,0.986848665085464,1,0.821864,1,1,-1,Uncategorised
Delhi,100967319,105.4,secondary,1,40,1,63,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.59024,1.8,1.0,1.062432,5.04,0.9795627134910836,0.9986658,1,0.9860900859699487,1,0.6562322,1,1,4,Long Arterial Segment
Delhi,585446285,368.2,secondary,2,40,1,7,4,1,0,0,2,0,3.5,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,2.06192,1.56,1.175,3.77949936,5.1324,0.9737443180974882,0.8515289,1,0.7144227614183207,1,0.74187124,1,1,0,Monsoon-Exposure Segment
Pune,615488830,62.6,primary,3,40,1,25,5,1,3,0,0,1,5.9,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,8.2,0.5133199999999999,1.8,1.295,1.1965489199999997,9.557099999999998,0.9978702675153152,0.99419564,1,0.9999987362729407,1,0.9743895,1,1,-1,Uncategorised
Pune,253455821,43.0,trunk,1,40,0,6,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.4644,1.48,1.0,0.687312,6.87312,0.9828234330417344,0.9996315,1,0.9951644709919777,1,0.4378935,0,1,-1,Uncategorised
Pune,1453268491,51.4,trunk,1,40,1,12,6,1,2,0,1,0,4.9,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,0.5551200000000001,1.8,1.245,1.2440239200000005,12.101400000000003,0.9853233882114888,0.9975587,1,0.9999991535802221,1,0.64744556,1,1,1,Long Arterial Segment
Pune,857245663,174.4,primary,3,40,1,6,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,1.43008,1.48,1.0,2.1165184,6.068,0.9884202999878764,0.98917437,1,0.9894982863375296,1,0.9532518,1,1,-1,Uncategorised
Pune,217631140,126.7,trunk,1,40,0,7,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,1.36836,1.56,1.0,2.1346416,8.424,0.9849598017648435,0.9999262,1,0.9997764685905984,1,0.47825554,0,1,-1,Uncategorised
Pune,"[22841320, 60991570, 22841323]",364.3,trunk,1,45,0,16,6,0,2,0,2,0,4.4,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,3.93444,1.8,1.22,8.64003024,11.8584,0.9632335991004044,0.9998703,1,0.9999992902915075,1,0.8251346,1,1,-1,Uncategorised
Pune,240769561,59.8,trunk,1,40,0,3,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,0.6458400000000001,1.24,1.0,0.8008416,6.696000000000001,0.9832858194416212,0.99983406,1,0.9995400246312879,1,0.43688,0,0,-1,Uncategorised
Delhi,681929703,45.8,secondary,1,40,1,16,4,0,0,1,5,0,6.3,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.25648,1.8,1.315,0.6070881599999999,6.070881599999999,0.9759345839600015,0.98289376,1,0.9583633451745713,1,0.8267393,1,1,-1,Uncategorised
Pune,1422052233,141.1,secondary,1,40,0,11,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.79016,1.8,1.0,1.422288,5.04,0.9675494777645572,0.9987047,1,0.9739726016525294,1,0.5833995,1,1,-1,Uncategorised
Pune,856590369,27.9,trunk,1,40,0,17,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.30132,1.8,1.0,0.542376,5.42376,0.9578951018457632,0.99589795,1,0.8265688257711866,1,0.39513904,0,1,-1,Uncategorised
Delhi,164702317,78.5,secondary,1,40,1,15,4,1,0,0,2,0,3.5,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.4396,1.8,1.175,0.929754,5.922,0.9806618854595534,0.9937589,1,0.996857994060562,1,0.8454916,1,1,-1,Uncategorised
Delhi,1187268473,60.3,secondary,2,40,1,25,4,1,1,0,2,0,4.7,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.3376799999999999,1.8,1.235,0.7506626399999999,6.224399999999999,0.9888229221567276,0.9933918,1,0.9987920682279419,1,0.9160353,1,1,2,Long Arterial Segment
Pune,"[258764977, 823044129, 258764983]",92.3,trunk,1,40,0,23,6,0,1,1,0,0,2.5,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.99684,1.8,1.125,2.0186010000000003,10.935000000000002,0.950816511321851,0.9999236,1,0.9999987876858376,1,0.12529539,0,1,-1,Uncategorised
Pune,1162338927,77.2,secondary,1,40,1,13,4,1,3,0,4,0,9.1,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,5.6,0.43232,1.8,1.455,1.13224608,7.333200000000001,0.985007165517054,0.97119755,1,0.9997983605442752,1,0.87178445,1,1,0,Monsoon-Exposure Segment
Pune,309561008,219.5,primary,1,40,0,4,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.7998999999999998,1.32,1.0,2.375868,5.412,0.9820236155591848,0.9978194,1,0.965029458983525,1,0.5423817,1,0,-1,Uncategorised
Delhi,1046875075,47.1,secondary,2,40,1,53,4,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.26376,1.8,1.06,0.50325408,5.0325408000000005,0.9799816093869952,0.9303529,1,0.5796218175145107,1,0.92471486,1,1,-1,Uncategorised
Delhi,775032236,319.8,secondary,1,40,1,11,4,0,0,0,4,0,4.0,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,1.7908799999999998,1.8,1.2,3.8683008,6.047999999999999,0.9831872405119894,0.9925668,1,0.9985769831551616,1,0.90919363,1,1,-1,Uncategorised
Pune,1183916296,70.1,trunk,1,40,1,24,6,0,2,0,0,0,2.4,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.7570800000000001,1.8,1.12,1.5262732800000005,10.886400000000004,0.988614446731587,0.9995881,1,0.9999991311433887,1,0.8801431,1,1,-1,Uncategorised
Pune,"[861008192, 860542575, 860542577, 41851990, 861008191]",1161.8,trunk,1,40,1,1,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,12.54744,1.08,1.0,13.5512352,5.832000000000001,0.9906158733415265,0.99978215,1,0.9989958101174586,1,0.94527334,1,0,1,Long Arterial Segment
Delhi,733803593,251.2,primary,1,40,1,27,5,1,2,0,2,0,5.9,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,2.05984,1.8,1.295,4.80148704,9.5571,0.9881147322387732,0.9449794,1,0.9999982993846313,1,0.8059202,1,1,-1,Uncategorised
Delhi,175803907,230.2,secondary,2,40,1,33,4,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,1.2891199999999998,1.8,1.0,2.320416,5.04,0.97440917714028,0.99658406,1,0.9890508642739831,1,0.9296948,1,1,0,Monsoon-Exposure Segment
Delhi,532737432,150.6,primary,3,60,1,16,5,0,0,1,3,0,4.3,723.7,30.2,0.0,11320,97.5,1,1,1,1,4,1,8.2,1.2349199999999998,1.8,1.215,2.70077004,8.966699999999998,0.9938643310594686,0.9956267,1,0.9999984928665632,1,0.98781824,1,1,-1,Uncategorised
Delhi,586684182,75.2,secondary,1,40,1,9,4,0,0,0,1,0,1.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.42112,1.72,1.05,0.76054272,5.0568,0.9326582509843752,0.56094533,1,0.443610885593139,0,0.6946338,1,1,4,Long Arterial Segment
Pune,1158249819,83.8,secondary,1,40,0,25,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.46928,1.8,1.0,0.844704,5.040000000000001,0.9606878800014986,0.99857974,1,0.9746475503276413,1,0.36815318,0,1,-1,Uncategorised
Pune,367660756,57.5,trunk,2,60,1,11,6,0,7,0,1,0,9.4,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,0.621,1.8,1.47,1.643166,14.2884,0.9981609798142028,0.99985397,1,0.9999996714011651,1,0.9914752,1,1,-1,Uncategorised
Delhi,1191759159,153.4,secondary,1,40,1,21,4,2,1,0,0,0,4.2,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.8590399999999999,1.8,1.21,1.87098912,6.098399999999999,0.9818944214259844,0.9968093,1,0.9979916732998921,1,0.4681053,0,1,-1,Uncategorised
Pune,128913678,76.6,secondary,1,40,0,21,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.4289599999999999,1.8,1.0,0.7721279999999998,5.039999999999999,0.9586536705768,0.9985643,1,0.9745719542996029,1,0.48913097,0,1,-1,Uncategorised
Pune,991282324,39.3,secondary,2,40,0,43,4,2,3,0,0,1,7.399999999999999,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,5.6,0.22008,1.8,1.37,0.54271728,5.427172799999999,0.8272089322912439,0.9649196,1,0.86480852307588,1,0.5936971,1,1,-1,Uncategorised
Pune,567750447,76.7,primary,2,20,1,13,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.6289399999999999,1.8,1.0,1.132092,7.379999999999999,0.8283041365069659,0.9928148,1,0.9999819992439825,1,0.45964533,0,1,-1,Uncategorised
Pune,108095101,275.5,trunk,3,80,1,5,6,2,0,0,0,2,4.6,1155.4,30.4,0.0,603,61.0,1,1,1,1,4,1,10.8,2.9754,1.4,1.23,5.1236388,9.2988,0.9857440029891464,0.9998852,1,0.999983666727936,1,0.9942827,1,1,-1,Uncategorised
Pune,"[1307679033, 1303440286]",44.0,primary,2,40,0,10,5,1,1,0,3,0,5.7,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,8.2,0.3607999999999999,1.8,1.285,0.8345304,8.345304,0.9515702601224512,0.9983436,1,0.9998702978206888,1,0.49545592,0,1,-1,Uncategorised
Pune,857245662,175.4,primary,3,40,1,21,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,1.43828,1.8,1.0,2.588904,7.38,0.991403786009836,0.99696416,1,0.9999858779275317,1,0.9829311,1,1,-1,Uncategorised
Pune,616651492,92.6,primary,3,40,1,7,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.7593199999999999,1.56,1.0,1.1845392,6.396,0.9892350969428416,0.9899333,1,0.9947572624716852,1,0.95863,1,1,-1,Uncategorised
Pune,827014029,36.8,primary,1,40,0,22,5,0,0,0,2,1,2.8,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.3017599999999999,1.8,1.14,0.6192115199999998,6.192115199999998,0.9649018210267384,0.99575436,1,0.954395675131384,1,0.28687808,0,1,-1,Uncategorised
Delhi,985063952,87.0,primary,2,40,1,9,5,1,1,0,3,0,5.7,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,0.7133999999999999,1.72,1.285,1.57675668,9.06182,0.9940092263904384,0.98032355,1,0.9999724285380721,1,0.8672786,1,1,2,Long Arterial Segment
Pune,261258206,65.1,secondary,2,30,1,21,4,1,13,0,2,0,19.1,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,5.6,0.3645599999999999,1.8,1.955,1.28288664,9.8532,0.9934239872733996,0.99822694,1,0.9999857007657612,1,0.978301,1,1,0,Monsoon-Exposure Segment
Pune,170331510,179.8,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.47436,1.24,1.0,1.8282064,5.083999999999999,0.9821139584880146,0.9975103,1,0.9500553186517214,1,0.50022143,1,0,1,Long Arterial Segment
Delhi,1426172446,87.4,secondary,1,40,1,24,4,3,2,0,0,0,6.9,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.48944,1.8,1.345,1.18493424,6.7788,0.9825725991051638,0.9905301,1,0.9991833755863069,1,0.5886296,1,1,2,Long Arterial Segment
Pune,"[1080114986, 1080114997, 1080114990]",1021.0,trunk,2,85,1,2,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,11.0268,1.16,1.0,12.791088,6.264,0.9977144919192852,0.9998129,1,0.9991849461179683,1,0.9983581,1,0,-1,Uncategorised
Delhi,708474904,251.1,secondary,1,40,0,17,4,0,0,2,4,0,6.6,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,1.40616,1.8,1.33,3.3663470400000004,6.703200000000002,0.9057843695239132,0.9963851,1,0.9990763322367646,1,0.27452648,0,1,0,Monsoon-Exposure Segment
Pune,97699179,86.8,primary,2,40,0,19,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.7117599999999998,1.8,1.0,1.2811679999999996,7.379999999999998,0.9687131666770064,0.99957424,1,0.9999691321574831,1,0.7099168,1,1,-1,Uncategorised
Delhi,60882614,56.4,primary,2,50,1,45,5,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,0.4624799999999999,1.8,1.0,0.8324639999999999,7.379999999999999,0.9871032637559524,0.99806875,1,0.9999805023610743,1,0.9655218,1,1,0,Monsoon-Exposure Segment
Pune,106751413,60.3,primary,1,40,0,25,5,0,4,1,2,0,8.1,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,8.2,0.4944599999999999,1.8,1.405,1.2504893399999997,10.368899999999998,0.9440283267638684,0.99867815,1,0.999999250763397,1,0.1039588,0,1,-1,Uncategorised
Pune,22840739,39.3,trunk,1,40,0,21,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.42444,1.8,1.0,0.763992,7.63992,0.9813293793156224,0.99981827,1,0.9991660108501701,1,0.3697492,0,1,1,Long Arterial Segment
Delhi,997761552,94.5,secondary,2,40,1,4,4,2,1,2,4,0,10.8,723.7,30.2,0.0,11320,97.5,1,0,1,0,2,1,5.6,0.5291999999999999,1.32,1.54,1.07575776,5.69184,0.9068280629658644,0.8838556,1,0.8835810923453162,1,0.6944017,1,0,0,Monsoon-Exposure Segment
Pune,223240130,327.9,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,2.68878,1.24,1.0,3.3340872,5.0840000000000005,0.981529008075635,0.9975083,1,0.9496851845156185,1,0.6323502,1,0,-1,Uncategorised
Delhi,680551212,87.6,secondary,5,40,1,11,4,0,0,1,2,0,3.3,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,0.4905599999999999,1.8,1.165,1.02870432,5.871599999999999,0.9902353111629932,0.99382293,1,0.9984687882512117,1,0.9666139,1,1,-1,Uncategorised
Pune,249194332,99.2,secondary,1,40,1,15,4,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.55552,1.8,1.06,1.05993216,5.3424000000000005,0.9701284937614822,0.9961655,1,0.9952971016131447,1,0.8346363,1,1,-1,Uncategorised
Pune,22841822,76.5,secondary,1,40,0,12,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.4284,1.8,1.0,0.77112,5.04,0.9674632935295182,0.9986749,1,0.9737180291086744,1,0.61864895,1,1,-1,Uncategorised
Pune,229919256,265.3,primary,1,40,1,7,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,2.17546,1.56,1.0,3.3937176000000004,6.396000000000001,0.9861682832710276,0.98637134,1,0.9935140542118756,1,0.8724282,1,1,3,Healthcare Corridor Risk
Pune,318257505,77.2,secondary,1,40,0,16,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.43232,1.8,1.0,0.778176,5.039999999999999,0.9587734252481418,0.99857485,1,0.9745719542996029,1,0.4765366,0,1,1,Long Arterial Segment
Pune,1160159582,104.3,trunk,2,40,1,38,6,1,1,0,0,2,4.300000000000001,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,1.12644,1.8,1.215,2.463524280000001,11.809800000000005,0.9932031079604552,0.9994734,1,0.9999994058152548,1,0.919963,1,1,-1,Uncategorised
Pune,164927361,58.0,primary,1,40,0,11,5,0,2,0,0,0,2.4,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.4755999999999999,1.8,1.12,0.9588096,8.265600000000001,0.9516768082161644,0.9990747,1,0.9999890670286139,1,0.2675853,0,1,-1,Uncategorised
Delhi,664985708,108.7,secondary,2,40,1,20,4,0,0,0,1,0,1.0,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.60872,1.8,1.05,1.1504808,5.292,0.9787126797081506,0.9885461,1,0.9937415898189744,1,0.9012898,1,1,2,Long Arterial Segment
Pune,275688187,151.6,secondary,1,40,0,13,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.8489599999999999,1.8,1.0,1.528128,5.04,0.9672939450304736,0.9987047,1,0.9747871042770009,1,0.5627731,1,1,-1,Uncategorised
Delhi,258237313,1996.2,trunk,1,40,1,4,6,3,0,0,2,0,6.5,723.7,30.2,0.0,11320,97.5,1,0,1,0,2,1,10.8,21.558960000000003,1.32,1.325,37.70662104,9.4446,0.9607550933435104,0.9473931,1,0.9999937749260296,1,0.7687287,1,0,0,Monsoon-Exposure Segment
Pune,169691958,88.6,trunk,2,85,1,7,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.95688,1.56,1.0,1.4927328,8.424000000000001,0.9971990033890812,0.99987066,1,0.9998811260246859,1,0.99489295,1,1,-1,Uncategorised
Pune,253455823,64.8,trunk,2,40,0,13,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.69984,1.8,1.0,1.2597120000000002,9.720000000000002,0.977347130741085,0.9999393,1,0.9999975155347967,1,0.7793016,1,1,-1,Uncategorised
Pune,62755182,141.5,primary,1,40,0,3,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,1.1603,1.24,1.0,1.438772,5.084,0.9821151186393868,0.99771786,1,0.9483793240744255,1,0.5087384,1,0,-1,Uncategorised
Pune,253451956,43.0,trunk,1,40,0,17,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.4644,1.8,1.0,0.8359200000000001,8.359200000000001,0.9799761568620998,0.9997949,1,0.9994974968417846,1,0.4164182,0,1,-1,Uncategorised
Delhi,1080064957,35.4,primary,1,40,1,26,5,0,0,0,0,1,0.8,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,0.29028,1.8,1.04,0.54340416,5.4340416000000005,0.9078332145804304,0.9752467,1,0.8755207640563061,1,0.3078917,0,1,-1,Uncategorised
Pune,279435332,82.8,trunk,2,40,1,10,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.89424,1.8,1.0,1.6096320000000002,9.72,0.9955829945542892,0.9997111,1,0.9999983573565789,1,0.95684737,1,1,-1,Uncategorised
Delhi,690188267,138.1,secondary,1,40,1,18,4,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.7733599999999999,1.8,1.06,1.47557088,5.3424000000000005,0.9830236708112084,0.9968315,1,0.9949432944490563,1,0.78778493,1,1,2,Long Arterial Segment
Pune,253455827,860.7,trunk,1,40,0,0,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,9.295560000000002,1.0,1.0,9.295560000000002,5.4,0.9377859459909744,0.9998492,1,0.9981424191580958,1,0.33807224,0,0,1,Long Arterial Segment
Delhi,879145487,95.2,primary,1,40,1,11,5,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,8.2,0.78064,1.8,1.075,1.5105384,7.933499999999999,0.9644537928762608,0.986528,1,0.9999838873463286,1,0.60122126,1,1,-1,Uncategorised
Pune,53836725,75.4,primary,2,40,1,20,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,8.2,0.6182799999999999,1.8,1.0,1.112904,7.379999999999999,0.9917571355582128,0.9952024,1,0.9999833724345512,1,0.96136296,1,1,-1,Uncategorised
Pune,1291311530,58.3,secondary,1,40,0,10,4,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,5.6,0.3264799999999999,1.8,1.0,0.5876639999999999,5.039999999999999,0.9676589895893656,0.9975025,1,0.9627394826904919,1,0.6430231,1,1,-1,Uncategorised
Pune,567635450,540.3,trunk,3,80,1,6,6,0,0,0,4,0,4.0,1155.4,30.4,0.0,603,61.0,1,1,1,1,4,1,10.8,5.83524,1.48,1.2,10.36338624,9.5904,0.9953643767100016,0.9999188,1,0.9999849169667658,1,0.9947877,1,1,-1,Uncategorised
Pune,1308736696,59.2,secondary,2,40,1,12,4,0,3,0,0,0,3.6,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,5.6,0.33152,1.8,1.18,0.7041484799999999,5.947199999999999,0.9860440015396972,0.9922592,1,0.9988250443015212,1,0.9453902,1,1,-1,Uncategorised
Delhi,278977030,139.2,secondary,1,40,1,28,4,0,1,1,0,0,2.5,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,5.6,0.7795199999999999,1.8,1.125,1.5785279999999997,5.67,0.9688267007498949,0.9969805,1,0.99728580310463,1,0.55984694,1,1,4,Long Arterial Segment
Delhi,29534879,81.5,trunk,1,40,1,26,6,3,2,0,2,0,8.9,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,10.8,0.8802000000000001,1.8,1.445,2.2894002,14.0454,0.9890472261052026,0.990473,1,0.9999997255662769,1,0.87351114,1,1,-1,Uncategorised
