city,osmid,length_m,highway_type,lanes,speed_limit,is_oneway,intersection_density,highway_risk_score,poi_schools,poi_hospitals,poi_markets,poi_bus_stops,poi_fuel,poi_total,annual_rainfall_mm,avg_temp_c,fog_days_per_year,pop_density_km2,urban_share_pct,risk_road_type,risk_intersection,risk_poi,risk_lanes_speed,risk_score_raw,is_blackspot,expected_accident_rate,expected_accidents,intersection_multiplier,poi_multiplier,adjusted_accidents,accidents_per_500m,rf_risk_score,xgb_risk_score,predicted_label,cat_risk_score,cat_predicted,xgb_risk_score_v2,xgb_predicted_v2,morth_predicted,mismatch_category,osmid_str,lat,lon
Pune,"[1381946409, 1381946410]",1461.9,residential,1,40,0,0,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,1.8,2.63142,1.0,1.0,2.63142,0.9,0.0155712866585295,4.277079e-06,0,0.0,0,0.25186136,0,0,Safe (Both Agree),"[1381946409, 1381946410]",18.1958,74.374
Delhi,423100715,220.7,residential,1,40,0,76,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.39726,1.8,1.0,0.715068,1.62,0.0002898137204851,6.7191286e-06,0,0.0,0,0.0020841854,0,0,Safe (Both Agree),423100715,28.68467,77.26759
Delhi,449454757,26.1,residential,1,40,0,47,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04698,1.8,1.0,0.084564,0.8456400000000001,7.232385903773035e-05,1.2616645e-06,0,0.0,0,0.0006547197,0,0,Safe (Both Agree),449454757,28.49246,77.24713
Delhi,171656386,15.5,residential,1,40,0,42,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0279,1.8,1.0,0.05022,0.5022,7.232385903773035e-05,6.474886e-07,0,0.0,0,9.820442e-05,0,0,Safe (Both Agree),171656386,28.71088,77.09703
Delhi,682824651,8.0,residential,1,40,0,45,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0144,1.8,1.0,0.02592,0.2592,7.232385903773035e-05,6.474886e-07,0,0.0,0,9.6908654e-05,0,0,Safe (Both Agree),682824651,28.70744,77.06203
Delhi,1042838377,11.2,residential,1,40,0,61,2,0,0,2,0,0,2.6,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.02016,1.8,1.13,0.04100544,0.4100544,2.9657516112714787e-06,9.592923e-07,0,0.0,0,2.5968595e-05,0,0,Safe (Both Agree),1042838377,28.61918,77.03737
Delhi,1057872793,23.8,residential,1,40,0,29,2,0,3,0,1,0,4.6,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.04284,1.8,1.23,0.09484776,0.9484776000000004,0.0019233664833171,1.7521847e-06,0,0.0,0,0.0009808391,0,0,Safe (Both Agree),1057872793,28.54415,77.29992
Pune,"[1186000075, 440334647]",189.8,residential,1,40,0,6,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.34164,1.48,1.0,0.5056272,1.332,0.0131774999417586,1.6411508e-05,0,0.0,0,0.5273045,1,0,Safe (Both Agree),"[1186000075, 440334647]",18.75688,73.41829
Pune,22840788,144.4,trunk,1,50,0,8,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,1.5595200000000002,1.64,1.0,2.5576128000000007,8.856000000000002,0.9974333021320024,0.99992585,1,0.9999,1,0.93713725,1,1,Confirmed Black Spot,22840788,18.44317,73.8594
Delhi,422343043,89.5,residential,1,40,0,32,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.1611,1.8,1.0,0.28998,1.62,0.0008458412107836,8.091714e-06,0,0.0,0,0.022720102,0,0,Safe (Both Agree),422343043,28.70795,77.28886
Pune,768050814,45.2,residential,1,40,0,7,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.08136,1.56,1.0,0.1269216,1.2692160000000003,0.0121892775218738,8.957165e-06,0,0.0,0,0.44526616,0,0,Safe (Both Agree),768050814,18.82604,74.38164
Pune,"[290528073, 815215735]",397.0,primary,2,40,1,2,5,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,3.2554,1.16,1.06,4.002839839999999,5.041359999999999,0.839082333595556,0.19084466,0,0.2467,0,0.8313066,1,0,Both Missed,"[290528073, 815215735]",18.54753,73.8728
Delhi,706297734,70.3,residential,1,40,0,79,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.1265399999999999,1.8,1.0,0.2277719999999999,1.62,0.0002371022746805,6.554443e-06,0,0.0,0,0.0017153918,0,0,Safe (Both Agree),706297734,28.62565,77.09911
Delhi,"[1218420942, 1342384152, 1342384154, 1342384156, 1342384159]",1290.6,motorway,1,120,1,14,7,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,1,1,0,0,2,1,12.4,16.003439999999998,1.8,1.06,30.534563519999995,11.8296,0.9876819506898112,0.9990146,1,1.0,1,0.99337536,1,1,Confirmed Black Spot,"[1218420942, 1342384152, 1342384154, 1342384156, 1342384159]",28.49903,77.31586
Delhi,202645528,75.5,trunk,1,40,1,15,6,0,0,0,3,0,3.0,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,10.8,0.8154000000000001,1.8,1.15,1.6878780000000002,11.178,0.9852707305961887,0.9858401,1,1.0,1,0.9053987,1,1,Confirmed Black Spot,202645528,28.55073,77.27457
Delhi,76849178,66.5,residential,1,40,0,85,2,1,1,0,2,0,4.7,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.1197,1.8,1.235,0.2660931,2.0007000000000006,0.0025288805691333,6.676231e-06,0,0.0,0,0.0035778573,0,0,Safe (Both Agree),76849178,28.61109,77.31536
Delhi,422382673,32.5,residential,1,40,0,28,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0585,1.8,1.0,0.1053,1.0530000000000002,0.0001653932475647,2.041132e-06,0,0.0,0,0.0064760903,0,0,Safe (Both Agree),422382673,28.71953,77.26376
Pune,624799641,302.0,unclassified,1,40,0,1,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,0.6342000000000001,1.08,1.0,0.6849360000000001,1.1340000000000003,0.0087487601488428,4.4475e-06,0,0.0,0,0.13934451,0,0,Safe (Both Agree),624799641,19.20839,73.7375
Delhi,1495181985,235.1,secondary,2,40,1,8,4,0,0,0,4,2,5.6,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,5.6,1.31656,1.64,1.28,2.763722752,5.87776,0.968212240106322,0.96872085,1,0.9012,1,0.82896435,1,1,Confirmed Black Spot,1495181985,28.67189,77.2261
Pune,447674282,65.9,residential,1,40,0,13,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.11862,1.8,1.0,0.213516,1.6200000000000003,0.0131853236829849,2.3789531e-05,0,0.0,0,0.60922897,1,0,Safe (Both Agree),447674282,18.56116,73.84815
Delhi,1081656539,20.6,residential,1,40,0,38,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.03708,1.8,1.0,0.066744,0.6674400000000001,7.762199432446312e-05,6.9889927e-07,0,0.0,0,0.00017801311,0,0,Safe (Both Agree),1081656539,28.62896,76.98869
Delhi,423380466,141.2,residential,1,40,0,15,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.25416,1.8,1.0,0.457488,1.62,0.0026863575993715,1.0835514e-05,0,0.0,0,0.05355642,0,0,Safe (Both Agree),423380466,28.54118,77.05222
Pune,813601372,3.8,trunk,2,40,1,4,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,0,10.8,0.04104,1.32,1.0,0.0541728,0.541728,0.0692114355386994,0.00023462657,0,0.0001,0,0.00045871545,0,0,Safe (Both Agree),813601372,18.75996,73.56794
Delhi,734807347,227.8,residential,1,40,0,20,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.41004,1.8,1.0,0.7380720000000001,1.62,0.0012414201989968,1.0246828e-05,0,0.0,0,0.037649233,0,0,Safe (Both Agree),734807347,28.55755,77.16139
Delhi,76965057,68.8,residential,1,40,0,62,2,2,0,0,0,0,3.0,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.12384,1.8,1.15,0.2563488,1.863,0.0005142706877457,9.155953e-06,0,0.0,0,0.0007785804,0,0,Safe (Both Agree),76965057,28.6167,77.31627
Pune,567652409,403.2,primary,3,40,1,3,5,0,1,0,0,0,1.2,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,3.30624,1.24,1.06,4.345721856,5.3890400000000005,0.9906183064893572,0.9760795,1,0.9876,1,0.89415354,1,0,Government Blind Spot,567652409,18.59584,73.78304
Delhi,410975155,25.2,residential,1,40,0,40,2,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04536,1.8,1.075,0.0877715999999999,0.8777159999999999,7.399589239209894e-05,1.5703625e-06,0,0.0,0,0.00035260717,0,0,Safe (Both Agree),410975155,28.59006,77.09042
Pune,856590369,27.9,trunk,1,40,0,17,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.30132,1.8,1.0,0.542376,5.42376,0.9578951018457632,0.99589795,1,0.8266,1,0.39513904,0,1,Confirmed Black Spot,856590369,18.53686,74.03247
Delhi,1244824558,52.6,residential,1,40,0,38,2,0,0,0,1,0,1.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.09468,1.8,1.05,0.1789452,1.7009999999999998,0.0029333643592783,4.2613224e-06,0,0.0,0,0.008930642,0,0,Safe (Both Agree),1244824558,28.61565,77.09561
Delhi,422766385,23.0,residential,1,40,0,41,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0414,1.8,1.0,0.07452,0.7452,7.232385903773035e-05,9.964565e-07,0,0.0,0,0.00041239534,0,0,Safe (Both Agree),422766385,28.81925,77.16191
Pune,1207947735,28.7,tertiary,1,40,0,10,3,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,3.4,0.09758,1.8,1.0,0.175644,1.75644,0.003548008831753,7.3119268e-06,0,0.0,0,0.17234361,0,0,Safe (Both Agree),1207947735,18.45963,73.81261
Pune,22975816,59.3,residential,1,40,0,23,2,1,3,0,0,0,5.1,1155.4,30.4,0.0,603,61.0,0,1,1,0,2,0,1.8,0.10674,1.8,1.255,0.2411256599999999,2.0331,0.0048339353941534,1.7991975e-05,0,0.0,0,0.08076334,0,0,Safe (Both Agree),22975816,18.51703,73.87695
Delhi,1428965770,48.6,residential,1,40,0,44,2,2,0,0,0,0,3.0,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.08748,1.8,1.15,0.1810836,1.810836,0.0004401943162128,5.891775e-06,0,0.0,0,0.0025841356,0,0,Safe (Both Agree),1428965770,28.61375,77.0528
Delhi,172292751,17.9,residential,1,40,0,78,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.03222,1.8,1.0,0.057996,0.57996,7.232385903773035e-05,6.9889927e-07,0,0.0,0,3.5002788e-05,0,0,Safe (Both Agree),172292751,28.80034,77.06062
Pune,1366751408,89.8,residential,1,40,0,7,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.1616399999999999,1.56,1.0,0.2521583999999999,1.4039999999999997,0.0131768650975207,1.552566e-05,0,0.0,0,0.42381135,0,0,Safe (Both Agree),1366751408,18.77756,73.52567
Pune,1219927963,393.4,residential,1,40,0,2,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,1.8,0.70812,1.16,1.0,0.8214191999999999,1.044,0.0118640065692622,5.5592204e-06,0,0.0,0,0.2732176,0,0,Safe (Both Agree),1219927963,18.5699,73.73056
Delhi,188616222,25.2,residential,1,40,0,40,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04536,1.8,1.0,0.081648,0.81648,7.232385903773035e-05,1.234519e-06,0,0.0,0,0.0006017949,0,0,Safe (Both Agree),188616222,28.49519,77.29783
Pune,858910270,47.6,residential,1,40,0,8,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.08568,1.64,1.0,0.1405152,1.4051520000000002,0.012612098363775,8.957165e-06,0,0.0,0,0.4881674,0,0,Safe (Both Agree),858910270,18.6027,73.87321
Pune,435945927,59.8,residential,1,40,0,30,2,0,2,0,0,0,2.4,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.10764,1.8,1.12,0.21700224,1.8144,0.0054820705955018,1.3729781e-05,0,0.0,0,0.1547073,0,0,Safe (Both Agree),435945927,18.48815,73.95654
Delhi,1070839096,22.8,residential,1,40,0,34,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04104,1.8,1.0,0.073872,0.7387200000000002,0.0001319571077141,1.013347e-06,0,0.0,0,0.00038774696,0,0,Safe (Both Agree),1070839096,28.76598,77.19943
Delhi,77364013,46.2,primary,1,60,1,15,5,3,1,2,3,0,11.3,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,0.3788399999999999,1.8,1.565,1.06719228,10.6719228,0.99262852601512,0.9965443,1,1.0,1,0.9859578,1,1,Confirmed Black Spot,77364013,28.57509,77.14765
Pune,69731956,54.1,residential,1,40,0,39,2,6,8,2,2,1,24.000000000000004,1155.4,30.4,0.0,603,61.0,0,1,1,0,2,0,1.8,0.09738,1.8,2.0,0.350568,3.24,0.0481334366321261,0.00029200217,0,0.0008,0,0.5971932,1,0,Safe (Both Agree),69731956,18.51608,73.83904
Delhi,103173002,43.4,residential,1,40,0,27,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.07812,1.8,1.0,0.140616,1.40616,0.0002011885210707,3.258892e-06,0,0.0,0,0.00940387,0,0,Safe (Both Agree),103173002,28.54887,77.13112
Delhi,191210048,49.9,residential,1,40,0,65,2,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.08982,1.8,1.075,0.1738016999999999,1.738017,0.0003202018614044,6.140092e-06,0,0.0,0,0.0008765006,0,0,Safe (Both Agree),191210048,28.50542,77.33119
Delhi,682818900,121.1,residential,1,40,0,50,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.2179799999999999,1.8,1.0,0.392364,1.62,0.0005723360195169,6.8839336e-06,0,0.0,0,0.0034294636,0,0,Safe (Both Agree),682818900,28.70544,77.07769
Delhi,423285769,121.5,residential,1,40,0,50,2,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.2187,1.8,1.06,0.4172796,1.7172,0.0004084341388867,6.658936e-06,0,0.0,0,0.0035928686,0,0,Safe (Both Agree),423285769,28.66399,77.07237
Delhi,1070842412,93.8,residential,1,40,0,32,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.16884,1.8,1.0,0.303912,1.6200000000000003,0.0008458412107836,8.091714e-06,0,0.0,0,0.018371247,0,0,Safe (Both Agree),1070842412,28.75444,77.24758
Delhi,691132669,128.9,residential,1,40,0,36,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.23202,1.8,1.0,0.417636,1.62,0.0005723360195169,6.8839336e-06,0,0.0,0,0.007980943,0,0,Safe (Both Agree),691132669,28.5582,77.25059
Delhi,1050561831,22.3,tertiary,1,40,0,74,3,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,3.4,0.07582,1.8,1.0,0.136476,1.3647600000000002,0.0001337771334663,1.7391544e-06,0,0.0,0,6.5814536e-05,0,0,Safe (Both Agree),1050561831,28.75914,77.17528
Pune,41844016,115.7,trunk,1,40,0,4,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,10.8,1.2495600000000002,1.32,1.0,1.6494192000000003,7.128000000000001,0.984944540136328,0.99992764,1,0.9996,1,0.549506,1,0,Government Blind Spot,41844016,18.69428,74.12382
Pune,455957990,12.9,residential,1,40,0,18,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.02322,1.8,1.0,0.041796,0.41796,0.0006981597478664,7.5022143e-07,0,0.0,0,0.00038359282,0,0,Safe (Both Agree),455957990,18.46047,74.01872
Pune,855930650,87.3,residential,1,40,0,13,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.1571399999999999,1.8,1.0,0.2828519999999999,1.6199999999999997,0.0131768650975207,2.6455022e-05,0,0.0,0,0.58823216,1,0,Safe (Both Agree),855930650,18.55008,74.02845
Pune,475870752,217.9,residential,1,40,0,29,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,1.8,0.39222,1.8,1.0,0.7059960000000001,1.62,0.0087054904562442,2.0041161e-05,0,0.0,0,0.17188518,0,0,Safe (Both Agree),475870752,18.67637,73.77942
Delhi,423361963,23.5,residential,1,40,0,42,2,0,1,0,0,0,1.2,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0423,1.8,1.06,0.0807084,0.8070840000000001,7.84858257704447e-05,1.1039333e-06,0,0.0,0,0.0009481677,0,0,Safe (Both Agree),423361963,28.66669,77.07416
Delhi,749606311,219.7,primary,1,40,1,22,5,0,1,0,3,0,4.2,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,1.80154,1.8,1.21,3.92375412,8.9298,0.9852475159683513,0.9650172,1,1.0,1,0.79888505,1,1,Confirmed Black Spot,749606311,28.65241,77.2048
Delhi,170460549,31.9,primary,1,40,1,20,5,2,0,0,2,0,5.0,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,8.2,0.26158,1.8,1.25,0.5885549999999999,5.885549999999999,0.9626800295551158,0.96755654,1,0.9048,1,0.47543612,0,1,Confirmed Black Spot,170460549,28.51973,77.2061
Delhi,772396770,24.5,tertiary,1,40,0,58,3,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,3.4,0.0833,1.8,1.0,0.14994,1.4994,0.0001337771334663,2.5204793e-06,0,0.0,0,0.00017790892,0,0,Safe (Both Agree),772396770,28.62068,77.03042
Delhi,414766979,88.3,residential,1,40,0,18,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.15894,1.8,1.0,0.286092,1.62,0.001959607968809,1.2397277e-05,0,0.0,0,0.06154518,0,0,Safe (Both Agree),414766979,28.47411,77.14247
Delhi,1071824198,42.3,residential,1,40,0,15,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.07614,1.8,1.0,0.137052,1.3705200000000002,0.000608681188581,3.2862094e-06,0,0.0,0,0.013361401,0,0,Safe (Both Agree),1071824198,28.45813,77.18858
Pune,542858673,84.1,tertiary,1,40,0,9,3,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,3.4,0.2859399999999999,1.72,1.0,0.4918167999999999,2.924,0.0131944212023857,9.375636e-05,0,0.0,0,0.51573116,1,0,Safe (Both Agree),542858673,18.25283,74.20891
Delhi,1038977977,68.5,living_street,1,40,0,57,1,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.0,0.0685,1.8,1.0,0.1233,0.9000000000000001,0.0002371022746805,6.554443e-06,0,0.0,0,0.0018259352,0,0,Safe (Both Agree),1038977977,28.65966,77.13267
Delhi,78601231,40.4,residential,1,40,0,56,2,1,2,0,0,0,3.9,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.0727199999999999,1.8,1.195,0.1564207199999999,1.5642071999999998,0.0001015652935709,4.1707713e-06,0,0.0,0,0.00075856847,0,0,Safe (Both Agree),78601231,28.73244,77.13283
Delhi,422385845,44.5,residential,1,40,0,29,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0801,1.8,1.0,0.14418,1.4418,0.0001479401297429,3.1230966e-06,0,0.0,0,0.0069027557,0,0,Safe (Both Agree),422385845,28.53375,76.9255
Delhi,608887525,141.1,residential,1,40,0,44,2,0,4,0,0,0,4.8,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.25398,1.8,1.24,0.56688336,2.0088,0.0005552144867539,7.994439e-06,0,0.0,0,0.005727069,0,0,Safe (Both Agree),608887525,28.6764,77.17931
Delhi,654173088,33.0,trunk,3,40,1,29,6,0,0,1,4,0,5.3,723.7,30.2,0.0,11320,97.5,1,1,1,0,3,1,10.8,0.3564,1.8,1.265,0.8115228000000002,8.115228000000002,0.9853723056612452,0.9989021,1,0.9991,1,0.8938682,1,1,Confirmed Black Spot,654173088,28.55109,77.20409
Delhi,718297220,250.1,residential,1,40,0,23,2,2,0,1,0,0,4.3,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.45018,1.8,1.215,0.9845436600000002,1.9683000000000004,0.0008670849020195,9.782978e-06,0,0.0,0,0.011917256,0,0,Safe (Both Agree),718297220,28.60018,77.18556
Delhi,423271124,217.3,residential,1,40,0,5,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.39114,1.4,1.0,0.547596,1.26,0.0008002197522467,2.4617052e-06,0,0.0,0,0.0149133885,0,0,Safe (Both Agree),423271124,28.65654,77.05974
Pune,"[856658283, 856658286]",296.9,trunk,1,40,1,11,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,3.20652,1.8,1.0,5.771736,9.72,0.9933119790625372,0.9997801,1,1.0,1,0.91031224,1,1,Confirmed Black Spot,"[856658283, 856658286]",18.46637,73.95777
Delhi,421262462,22.4,residential,1,40,0,37,2,0,2,0,0,0,2.4,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.04032,1.8,1.12,0.08128512,0.8128512000000002,9.071370604256202e-05,1.3711456e-06,0,0.0,0,0.00026586882,0,0,Safe (Both Agree),421262462,28.71152,77.26205
Delhi,422166857,44.8,residential,1,40,0,44,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.08064,1.8,1.0,0.145152,1.45152,8.117550788839967e-05,3.127821e-06,0,0.0,0,0.0052281623,0,0,Safe (Both Agree),422166857,28.81831,76.97124
Delhi,78482821,46.8,residential,1,40,0,37,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.08424,1.8,1.0,0.151632,1.5163199999999997,0.0002018473203402,3.8542894e-06,0,0.0,0,0.0068994914,0,0,Safe (Both Agree),78482821,28.71631,77.14216
Pune,191969130,75.7,trunk,1,40,0,12,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,0.8175600000000001,1.8,1.0,1.4716080000000002,9.72,0.9870305119757432,0.99994063,1,1.0,1,0.61864895,1,1,Confirmed Black Spot,191969130,18.66578,74.15414
Pune,"[1378026171, 1378026172, 1378026173]",1168.5,residential,1,40,0,0,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,1.8,2.1033000000000004,1.0,1.0,2.1033000000000004,0.9000000000000001,0.0155712866585295,4.277079e-06,0,0.0,0,0.26907122,0,0,Safe (Both Agree),"[1378026171, 1378026172, 1378026173]",18.46697,74.29376
Pune,"[267047440, 267047438]",179.4,unclassified,1,40,0,2,2,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,0,0,0,0,0,2.1,0.37674,1.16,1.0,0.4370184,1.218,0.0102022765299656,4.165028e-06,0,0.0,0,0.3089589,0,0,Safe (Both Agree),"[267047440, 267047438]",18.14167,73.81472
Pune,856658288,287.9,trunk,1,40,1,9,6,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,1,0,0,2,1,10.8,3.1093200000000003,1.72,1.0,5.348030400000001,9.288000000000002,0.9914984077006248,0.9998288,1,1.0,1,0.86095834,1,1,Confirmed Black Spot,856658288,18.4557,73.93344
Pune,856587134,83.5,trunk,4,40,1,25,6,0,2,1,0,0,3.7,1155.4,30.4,0.0,603,61.0,1,1,1,0,3,1,10.8,0.9018,1.8,1.185,1.9235394,11.5182,0.9947452321111392,0.9998098,1,1.0,1,0.9632574,1,1,Confirmed Black Spot,856587134,18.55071,73.93699
Delhi,1071437068,5.1,residential,1,40,0,80,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0091799999999999,1.8,1.0,0.0165239999999999,0.1652399999999999,7.232385903773035e-05,6.474886e-07,0,0.0,0,2.6649846e-05,0,0,Safe (Both Agree),1071437068,28.6853,77.26548
Delhi,1075952451,55.2,residential,1,40,0,49,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.09936,1.8,1.0,0.178848,1.6200000000000003,0.0005736708969029,6.2375275e-06,0,0.0,0,0.0036239454,0,0,Safe (Both Agree),1075952451,28.7084,77.25607
Pune,217631157,53.4,tertiary,1,40,0,20,3,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,0,1,0,0,1,0,3.4,0.18156,1.8,1.0,0.326808,3.06,0.0123634274518993,0.00022845656,0,0.0,0,0.38204306,0,0,Safe (Both Agree),217631157,18.50296,74.1186
Delhi,423846759,65.6,residential,1,40,0,58,2,1,0,0,0,0,1.5,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.11808,1.8,1.075,0.2284848,1.7415000000000005,0.0005142706877457,6.9193507e-06,0,0.0,0,0.0010408191,0,0,Safe (Both Agree),423846759,28.63128,77.0439
Delhi,1068189554,36.0,residential,1,40,0,24,2,0,0,0,0,0,0.0,723.7,30.2,0.0,11320,97.5,0,1,0,0,1,0,1.8,0.0648,1.8,1.0,0.11664,1.1664,0.0002638204576085,3.2871844e-06,0,0.0,0,0.009539915,0,0,Safe (Both Agree),1068189554,28.77941,77.16596
Delhi,708409463,41.6,residential,1,40,0,45,2,3,4,1,0,0,10.6,723.7,30.2,0.0,11320,97.5,0,1,1,0,2,0,1.8,0.07488,1.8,1.53,0.20621952,2.062195200000001,7.598526157270508e-05,7.1480194e-06,0,0.0,0,0.0046644784,0,0,Safe (Both Agree),708409463,28.67968,77.20342
Pune,"[250952425, 250952423]",525.2,primary,3,40,1,4,5,0,0,0,0,0,0.0,1155.4,30.4,0.0,603,61.0,1,0,0,0,1,1,8.2,4.306640000000001,1.32,1.0,5.684764800000001,5.412,0.9684734578219498,0.92878443,1,0.9824,1,0.94364756,1,0,Government Blind Spot,"[250952425, 250952423]",18.59185,73.76568
